Domain,QID,Tone,Run 1
Formal Logic,1392,Friendly,100
Formal Logic,1392,Neutral,100
Formal Logic,1392,Rude,100
Formal Logic,1392,Very Rude,100
Formal Logic,1403,Very Friendly,0
Formal Logic,1403,Friendly,0
Formal Logic,1403,Neutral,0
Formal Logic,1403,Rude,0
Formal Logic,1403,Very Rude,0
Formal Logic,1413,Very Friendly,100
Formal Logic,1413,Friendly,0
Formal Logic,1413,Neutral,0
Formal Logic,1413,Rude,0
Formal Logic,1413,Very Rude,0
Formal Logic,1414,Very Friendly,100
Formal Logic,1414,Friendly,100
Formal Logic,1414,Neutral,100
Formal Logic,1414,Rude,100
Formal Logic,1414,Very Rude,100
Formal Logic,1421,Very Friendly,100
Formal Logic,1421,Friendly,100
Formal Logic,1421,Neutral,100
Formal Logic,1421,Rude,100
Formal Logic,1421,Very Rude,100
Formal Logic,1422,Very Friendly,100
Formal Logic,1422,Friendly,100
Formal Logic,1422,Neutral,100
Formal Logic,1422,Rude,100
Formal Logic,1422,Very Rude,100
Formal Logic,1428,Very Friendly,100
Formal Logic,1428,Friendly,100
Formal Logic,1428,Neutral,100
Formal Logic,1428,Rude,100
Formal Logic,1428,Very Rude,100
Formal Logic,1452,Very Friendly,100
Formal Logic,1452,Friendly,100
Formal Logic,1452,Neutral,100
Formal Logic,1452,Rude,100
Formal Logic,1452,Very Rude,100
Formal Logic,1457,Very Friendly,100
Formal Logic,1457,Friendly,100
Formal Logic,1457,Neutral,100
Formal Logic,1457,Rude,100
Formal Logic,1457,Very Rude,100
Formal Logic,1481,Very Friendly,0
Formal Logic,1481,Friendly,0
Formal Logic,1481,Neutral,0
Formal Logic,1481,Rude,0
Formal Logic,1481,Very Rude,0
Formal Logic,1488,Very Friendly,0
Formal Logic,1488,Friendly,0
Formal Logic,1488,Neutral,0
Formal Logic,1488,Rude,0
Formal Logic,1488,Very Rude,0
Formal Logic,1506,Very Friendly,100
Formal Logic,1506,Friendly,100
Formal Logic,1506,Neutral,100
Formal Logic,1506,Rude,100
Formal Logic,1506,Very Rude,100
Formal Logic,1508,Very Friendly,100
Formal Logic,1508,Friendly,100
Formal Logic,1508,Neutral,100
Formal Logic,1508,Rude,100
Formal Logic,1508,Very Rude,100
Formal Logic,1511,Very Friendly,100
Formal Logic,1511,Friendly,0
Formal Logic,1511,Neutral,0
Formal Logic,1511,Rude,0
Formal Logic,1511,Very Rude,0
Formal Logic,1533,Very Friendly,0
Formal Logic,1533,Friendly,100
Formal Logic,1533,Neutral,0
Formal Logic,1533,Rude,0
Formal Logic,1533,Very Rude,0
Formal Logic,1534,Very Friendly,0
Formal Logic,1534,Friendly,0
Formal Logic,1534,Neutral,0
Formal Logic,1534,Rude,0
Formal Logic,1534,Very Rude,0
Formal Logic,1535,Very Friendly,0
Formal Logic,1535,Friendly,0
Formal Logic,1535,Neutral,0
Formal Logic,1535,Rude,0
Formal Logic,1535,Very Rude,0
Formal Logic,1537,Very Friendly,0
Formal Logic,1537,Friendly,0
Formal Logic,1537,Neutral,0
Formal Logic,1537,Rude,0
Formal Logic,1537,Very Rude,0
Formal Logic,1540,Very Friendly,100
Formal Logic,1540,Friendly,100
Formal Logic,1540,Neutral,100
Formal Logic,1540,Rude,100
Formal Logic,1540,Very Rude,100
Formal Logic,1551,Very Friendly,0
Formal Logic,1551,Friendly,0
Formal Logic,1551,Neutral,0
Formal Logic,1551,Rude,0
Formal Logic,1551,Very Rude,0
Formal Logic,1564,Very Friendly,0
Formal Logic,1564,Friendly,0
Formal Logic,1564,Neutral,0
Formal Logic,1564,Rude,0
Formal Logic,1564,Very Rude,0
Formal Logic,1579,Very Friendly,100
Formal Logic,1579,Friendly,100
Formal Logic,1579,Neutral,100
Formal Logic,1579,Rude,100
Formal Logic,1579,Very Rude,100
Formal Logic,1584,Very Friendly,100
Formal Logic,1584,Friendly,100
Formal Logic,1584,Neutral,100
Formal Logic,1584,Rude,100
Formal Logic,1584,Very Rude,100
Formal Logic,1589,Very Friendly,0
Formal Logic,1589,Friendly,0
Formal Logic,1589,Neutral,0
Formal Logic,1589,Rude,0
Formal Logic,1589,Very Rude,0
Formal Logic,1599,Very Friendly,100
Formal Logic,1599,Friendly,100
Formal Logic,1599,Neutral,100
Formal Logic,1599,Rude,100
Formal Logic,1599,Very Rude,100
Formal Logic,1607,Very Friendly,0
Formal Logic,1607,Friendly,0
Formal Logic,1607,Neutral,0
Formal Logic,1607,Rude,0
Formal Logic,1607,Very Rude,0
Formal Logic,1663,Very Friendly,100
Formal Logic,1663,Friendly,100
Formal Logic,1663,Neutral,0
Formal Logic,1663,Rude,0
Formal Logic,1663,Very Rude,0
Formal Logic,1676,Very Friendly,100
Formal Logic,1676,Friendly,100
Formal Logic,1676,Neutral,100
Formal Logic,1676,Rude,100
Formal Logic,1676,Very Rude,100
Formal Logic,1692,Very Friendly,0
Formal Logic,1692,Friendly,0
Formal Logic,1692,Neutral,0
Formal Logic,1692,Rude,0
Formal Logic,1692,Very Rude,0
Formal Logic,1715,Very Friendly,0
Formal Logic,1715,Friendly,0
Formal Logic,1715,Neutral,100
Formal Logic,1715,Rude,100
Formal Logic,1715,Very Rude,0
Formal Logic,1721,Very Friendly,100
Formal Logic,1721,Friendly,100
Formal Logic,1721,Neutral,100
Formal Logic,1721,Rude,100
Formal Logic,1721,Very Rude,100
Formal Logic,1729,Very Friendly,100
Formal Logic,1729,Friendly,0
Formal Logic,1729,Neutral,100
Formal Logic,1729,Rude,100
Formal Logic,1729,Very Rude,100
Formal Logic,1740,Very Friendly,0
Formal Logic,1740,Friendly,0
Formal Logic,1740,Neutral,0
Formal Logic,1740,Rude,0
Formal Logic,1740,Very Rude,0
Formal Logic,1768,Very Friendly,0
Formal Logic,1768,Friendly,0
Formal Logic,1768,Neutral,0
Formal Logic,1768,Rude,0
Formal Logic,1768,Very Rude,0
Formal Logic,1778,Very Friendly,0
Formal Logic,1778,Friendly,0
Formal Logic,1778,Neutral,0
Formal Logic,1778,Rude,0
Formal Logic,1778,Very Rude,0
Formal Logic,1781,Very Friendly,100
Formal Logic,1781,Friendly,100
Formal Logic,1781,Neutral,100
Formal Logic,1781,Rude,100
Formal Logic,1781,Very Rude,100
Formal Logic,1783,Very Friendly,100
Formal Logic,1783,Friendly,100
Formal Logic,1783,Neutral,100
Formal Logic,1783,Rude,100
Formal Logic,1783,Very Rude,100
Formal Logic,1788,Very Friendly,100
Formal Logic,1788,Friendly,100
Formal Logic,1788,Neutral,100
Formal Logic,1788,Rude,100
Formal Logic,1788,Very Rude,100
Formal Logic,1801,Very Friendly,100
Formal Logic,1801,Friendly,100
Formal Logic,1801,Neutral,100
Formal Logic,1801,Rude,100
Formal Logic,1801,Very Rude,100
Formal Logic,1814,Very Friendly,0
Formal Logic,1814,Friendly,0
Formal Logic,1814,Neutral,0
Formal Logic,1814,Rude,0
Formal Logic,1814,Very Rude,0
Formal Logic,1823,Very Friendly,100
Formal Logic,1823,Friendly,100
Formal Logic,1823,Neutral,100
Formal Logic,1823,Rude,100
Formal Logic,1823,Very Rude,100
Formal Logic,1840,Very Friendly,100
Formal Logic,1840,Friendly,100
Formal Logic,1840,Neutral,100
Formal Logic,1840,Rude,100
Formal Logic,1840,Very Rude,100
Formal Logic,1841,Very Friendly,100
Formal Logic,1841,Friendly,100
Formal Logic,1841,Neutral,100
Formal Logic,1841,Rude,100
Formal Logic,1841,Very Rude,100
Formal Logic,1843,Very Friendly,0
Formal Logic,1843,Friendly,0
Formal Logic,1843,Neutral,0
Formal Logic,1843,Rude,0
Formal Logic,1843,Very Rude,0
Formal Logic,1847,Very Friendly,100
Formal Logic,1847,Friendly,100
Formal Logic,1847,Neutral,100
Formal Logic,1847,Rude,100
Formal Logic,1847,Very Rude,100
Formal Logic,1868,Very Friendly,0
Formal Logic,1868,Friendly,0
Formal Logic,1868,Neutral,0
Formal Logic,1868,Rude,0
Formal Logic,1868,Very Rude,0
Formal Logic,1874,Very Friendly,100
Formal Logic,1874,Friendly,100
Formal Logic,1874,Neutral,100
Formal Logic,1874,Rude,100
Formal Logic,1874,Very Rude,100
Formal Logic,1878,Very Friendly,0
Formal Logic,1878,Friendly,0
Formal Logic,1878,Neutral,0
Formal Logic,1878,Rude,0
Formal Logic,1878,Very Rude,0
Formal Logic,1882,Very Friendly,100
Formal Logic,1882,Friendly,100
Formal Logic,1882,Neutral,100
Formal Logic,1882,Rude,100
Formal Logic,1882,Very Rude,100
Formal Logic,1887,Very Friendly,100
Formal Logic,1887,Friendly,100
Formal Logic,1887,Neutral,100
Formal Logic,1887,Rude,100
Formal Logic,1887,Very Rude,100
Formal Logic,1899,Very Friendly,0
Formal Logic,1899,Friendly,0
Formal Logic,1899,Neutral,0
Formal Logic,1899,Rude,0
Formal Logic,1899,Very Rude,0
Formal Logic,1937,Very Friendly,100
Formal Logic,1937,Friendly,0
Formal Logic,1937,Neutral,100
Formal Logic,1937,Rude,100
Formal Logic,1937,Very Rude,100
Formal Logic,2005,Very Friendly,0
Formal Logic,2005,Friendly,0
Formal Logic,2005,Neutral,0
Formal Logic,2005,Rude,0
Formal Logic,2005,Very Rude,0
Formal Logic,2025,Very Friendly,0
Formal Logic,2025,Friendly,0
Formal Logic,2025,Neutral,0
Formal Logic,2025,Rude,0
Formal Logic,2025,Very Rude,0
Formal Logic,2030,Very Friendly,0
Formal Logic,2030,Friendly,0
Formal Logic,2030,Neutral,0
Formal Logic,2030,Rude,0
Formal Logic,2030,Very Rude,0
Formal Logic,2035,Very Friendly,0
Formal Logic,2035,Friendly,0
Formal Logic,2035,Neutral,0
Formal Logic,2035,Rude,0
Formal Logic,2035,Very Rude,0
Formal Logic,2089,Very Friendly,100
Formal Logic,2089,Friendly,100
Formal Logic,2089,Neutral,100
Formal Logic,2089,Rude,100
Formal Logic,2089,Very Rude,100
Formal Logic,2097,Very Friendly,0
Formal Logic,2097,Friendly,0
Formal Logic,2097,Neutral,0
Formal Logic,2097,Rude,0
Formal Logic,2097,Very Rude,0
Formal Logic,2100,Very Friendly,100
Formal Logic,2100,Friendly,100
Formal Logic,2100,Neutral,100
Formal Logic,2100,Rude,100
Formal Logic,2100,Very Rude,100
Formal Logic,2101,Very Friendly,0
Formal Logic,2101,Friendly,0
Formal Logic,2101,Neutral,100
Formal Logic,2101,Rude,0
Formal Logic,2101,Very Rude,100
Formal Logic,2102,Very Friendly,0
Formal Logic,2102,Friendly,0
Formal Logic,2102,Neutral,0
Formal Logic,2102,Rude,0
Formal Logic,2102,Very Rude,0
Formal Logic,2115,Very Friendly,100
Formal Logic,2115,Friendly,100
Formal Logic,2115,Neutral,100
Formal Logic,2115,Rude,100
Formal Logic,2115,Very Rude,100
Formal Logic,2128,Very Friendly,0
Formal Logic,2128,Friendly,0
Formal Logic,2128,Neutral,0
Formal Logic,2128,Rude,0
Formal Logic,2128,Very Rude,0
Formal Logic,2132,Very Friendly,100
Formal Logic,2132,Friendly,100
Formal Logic,2132,Neutral,100
Formal Logic,2132,Rude,100
Formal Logic,2132,Very Rude,100
Formal Logic,2139,Very Friendly,0
Formal Logic,2139,Friendly,0
Formal Logic,2139,Neutral,0
Formal Logic,2139,Rude,0
Formal Logic,2139,Very Rude,0
Formal Logic,2145,Very Friendly,0
Formal Logic,2145,Friendly,0
Formal Logic,2145,Neutral,0
Formal Logic,2145,Rude,0
Formal Logic,2145,Very Rude,0
Formal Logic,2147,Very Friendly,0
Formal Logic,2147,Friendly,0
Formal Logic,2147,Neutral,0
Formal Logic,2147,Rude,0
Formal Logic,2147,Very Rude,0
Formal Logic,2168,Very Friendly,0
Formal Logic,2168,Friendly,0
Formal Logic,2168,Neutral,0
Formal Logic,2168,Rude,0
Formal Logic,2168,Very Rude,0
Formal Logic,2190,Very Friendly,0
Formal Logic,2190,Friendly,0
Formal Logic,2190,Neutral,0
Formal Logic,2190,Rude,0
Formal Logic,2190,Very Rude,0
Formal Logic,2192,Very Friendly,100
Formal Logic,2192,Friendly,100
Formal Logic,2192,Neutral,100
Formal Logic,2192,Rude,100
Formal Logic,2192,Very Rude,100
Formal Logic,2218,Very Friendly,0
Formal Logic,2218,Friendly,0
Formal Logic,2218,Neutral,0
Formal Logic,2218,Rude,0
Formal Logic,2218,Very Rude,0
Formal Logic,2243,Very Friendly,0
Formal Logic,2243,Friendly,0
Formal Logic,2243,Neutral,0
Formal Logic,2243,Rude,0
Formal Logic,2243,Very Rude,0
Formal Logic,2250,Very Friendly,100
Formal Logic,2250,Friendly,100
Formal Logic,2250,Neutral,100
Formal Logic,2250,Rude,100
Formal Logic,2250,Very Rude,100
Formal Logic,2260,Very Friendly,100
Formal Logic,2260,Friendly,100
Formal Logic,2260,Neutral,100
Formal Logic,2260,Rude,100
Formal Logic,2260,Very Rude,100
Formal Logic,2267,Very Friendly,100
Formal Logic,2267,Friendly,100
Formal Logic,2267,Neutral,100
Formal Logic,2267,Rude,100
Formal Logic,2267,Very Rude,100
Formal Logic,2269,Very Friendly,0
Formal Logic,2269,Friendly,0
Formal Logic,2269,Neutral,0
Formal Logic,2269,Rude,0
Formal Logic,2269,Very Rude,0
Formal Logic,2270,Very Friendly,0
Formal Logic,2270,Friendly,0
Formal Logic,2270,Neutral,0
Formal Logic,2270,Rude,0
Formal Logic,2270,Very Rude,0
Formal Logic,2284,Very Friendly,0
Formal Logic,2284,Friendly,0
Formal Logic,2284,Neutral,0
Formal Logic,2284,Rude,0
Formal Logic,2284,Very Rude,0
Formal Logic,2293,Very Friendly,100
Formal Logic,2293,Friendly,100
Formal Logic,2293,Neutral,100
Formal Logic,2293,Rude,100
Formal Logic,2293,Very Rude,100
Formal Logic,2296,Very Friendly,0
Formal Logic,2296,Friendly,0
Formal Logic,2296,Neutral,0
Formal Logic,2296,Rude,0
Formal Logic,2296,Very Rude,0
Formal Logic,2306,Very Friendly,0
Formal Logic,2306,Friendly,0
Formal Logic,2306,Neutral,0
Formal Logic,2306,Rude,0
Formal Logic,2306,Very Rude,0
Formal Logic,2308,Very Friendly,100
Formal Logic,2308,Friendly,100
Formal Logic,2308,Neutral,100
Formal Logic,2308,Rude,100
Formal Logic,2308,Very Rude,100
Formal Logic,2310,Very Friendly,100
Formal Logic,2310,Friendly,0
Formal Logic,2310,Neutral,100
Formal Logic,2310,Rude,100
Formal Logic,2310,Very Rude,100
Formal Logic,2313,Very Friendly,100
Formal Logic,2313,Friendly,100
Formal Logic,2313,Neutral,100
Formal Logic,2313,Rude,100
Formal Logic,2313,Very Rude,100
Formal Logic,2347,Very Friendly,100
Formal Logic,2347,Friendly,100
Formal Logic,2347,Neutral,100
Formal Logic,2347,Rude,100
Formal Logic,2347,Very Rude,100
Formal Logic,2356,Very Friendly,0
Formal Logic,2356,Friendly,0
Formal Logic,2356,Neutral,100
Formal Logic,2356,Rude,0
Formal Logic,2356,Very Rude,100
Formal Logic,2370,Very Friendly,100
Formal Logic,2370,Friendly,100
Formal Logic,2370,Neutral,100
Formal Logic,2370,Rude,100
Formal Logic,2370,Very Rude,100
Formal Logic,2375,Very Friendly,100
Formal Logic,2375,Friendly,100
Formal Logic,2375,Neutral,100
Formal Logic,2375,Rude,100
Formal Logic,2375,Very Rude,100
Formal Logic,2388,Very Friendly,100
Formal Logic,2388,Friendly,100
Formal Logic,2388,Neutral,100
Formal Logic,2388,Rude,100
Formal Logic,2388,Very Rude,100
Formal Logic,2390,Very Friendly,100
Formal Logic,2390,Friendly,100
Formal Logic,2390,Neutral,100
Formal Logic,2390,Rude,100
Formal Logic,2390,Very Rude,100
Formal Logic,2405,Very Friendly,100
Formal Logic,2405,Friendly,100
Formal Logic,2405,Neutral,100
Formal Logic,2405,Rude,100
Formal Logic,2405,Very Rude,100
Formal Logic,2406,Very Friendly,100
Formal Logic,2406,Friendly,100
Formal Logic,2406,Neutral,100
Formal Logic,2406,Rude,100
Formal Logic,2406,Very Rude,100
Formal Logic,2408,Very Friendly,0
Formal Logic,2408,Friendly,0
Formal Logic,2408,Neutral,0
Formal Logic,2408,Rude,0
Formal Logic,2408,Very Rude,0
Formal Logic,2414,Very Friendly,100
Formal Logic,2414,Friendly,100
Formal Logic,2414,Neutral,100
Formal Logic,2414,Rude,100
Formal Logic,2414,Very Rude,100
Formal Logic,2417,Very Friendly,100
Formal Logic,2417,Friendly,0
Formal Logic,2417,Neutral,100
Formal Logic,2417,Rude,0
Formal Logic,2417,Very Rude,0
Formal Logic,2418,Very Friendly,0
Formal Logic,2418,Friendly,0
Formal Logic,2418,Neutral,0
Formal Logic,2418,Rude,0
Formal Logic,2418,Very Rude,0
Formal Logic,2430,Very Friendly,100
Formal Logic,2430,Friendly,100
Formal Logic,2430,Neutral,100
Formal Logic,2430,Rude,100
Formal Logic,2430,Very Rude,100
Formal Logic,2440,Very Friendly,0
Formal Logic,2440,Friendly,0
Formal Logic,2440,Neutral,0
Formal Logic,2440,Rude,0
Formal Logic,2440,Very Rude,0
Formal Logic,2459,Very Friendly,100
Formal Logic,2459,Friendly,100
Formal Logic,2459,Neutral,100
Formal Logic,2459,Rude,100
Formal Logic,2459,Very Rude,100
Formal Logic,2497,Very Friendly,100
Formal Logic,2497,Friendly,100
Formal Logic,2497,Neutral,100
Formal Logic,2497,Rude,100
Formal Logic,2497,Very Rude,100
Formal Logic,2504,Very Friendly,0
Formal Logic,2504,Friendly,0
Formal Logic,2504,Neutral,100
Formal Logic,2504,Rude,0
Formal Logic,2504,Very Rude,0
Formal Logic,2523,Very Friendly,100
Formal Logic,2523,Friendly,100
Formal Logic,2523,Neutral,100
Formal Logic,2523,Rude,100
Formal Logic,2523,Very Rude,100
Formal Logic,2526,Very Friendly,100
Formal Logic,2526,Friendly,100
Formal Logic,2526,Neutral,100
Formal Logic,2526,Rude,100
Formal Logic,2526,Very Rude,100
Formal Logic,2535,Very Friendly,100
Formal Logic,2535,Friendly,100
Formal Logic,2535,Neutral,100
Formal Logic,2535,Rude,100
Formal Logic,2535,Very Rude,100
Formal Logic,2556,Very Friendly,100
Formal Logic,2556,Friendly,100
Formal Logic,2556,Neutral,100
Formal Logic,2556,Rude,100
Formal Logic,2556,Very Rude,100
Formal Logic,2562,Very Friendly,100
Formal Logic,2562,Friendly,100
Formal Logic,2562,Neutral,100
Formal Logic,2562,Rude,100
Formal Logic,2562,Very Rude,100
Formal Logic,2570,Very Friendly,100
Formal Logic,2570,Friendly,100
Formal Logic,2570,Neutral,100
Formal Logic,2570,Rude,100
Formal Logic,2570,Very Rude,100
Formal Logic,2586,Very Friendly,100
Formal Logic,2586,Friendly,100
Formal Logic,2586,Neutral,100
Formal Logic,2586,Rude,100
Formal Logic,2586,Very Rude,100
Formal Logic,2592,Very Friendly,0
Formal Logic,2592,Friendly,0
Formal Logic,2592,Neutral,0
Formal Logic,2592,Rude,0
Formal Logic,2592,Very Rude,0
Formal Logic,2597,Very Friendly,100
Formal Logic,2597,Friendly,100
Formal Logic,2597,Neutral,100
Formal Logic,2597,Rude,100
Formal Logic,2597,Very Rude,100
Formal Logic,2606,Very Friendly,0
Formal Logic,2606,Friendly,0
Formal Logic,2606,Neutral,0
Formal Logic,2606,Rude,0
Formal Logic,2606,Very Rude,0
Formal Logic,2618,Very Friendly,100
Formal Logic,2618,Friendly,100
Formal Logic,2618,Neutral,100
Formal Logic,2618,Rude,100
Formal Logic,2618,Very Rude,100
Formal Logic,2624,Very Friendly,0
Formal Logic,2624,Friendly,0
Formal Logic,2624,Neutral,100
Formal Logic,2624,Rude,0
Formal Logic,2624,Very Rude,0
Formal Logic,2628,Very Friendly,100
Formal Logic,2628,Friendly,100
Formal Logic,2628,Neutral,100
Formal Logic,2628,Rude,100
Formal Logic,2628,Very Rude,100
Formal Logic,2641,Very Friendly,100
Formal Logic,2641,Friendly,100
Formal Logic,2641,Neutral,100
Formal Logic,2641,Rude,100
Formal Logic,2641,Very Rude,100
Formal Logic,2647,Very Friendly,0
Formal Logic,2647,Friendly,0
Formal Logic,2647,Neutral,0
Formal Logic,2647,Rude,0
Formal Logic,2647,Very Rude,0
Formal Logic,2652,Very Friendly,100
Formal Logic,2652,Friendly,100
Formal Logic,2652,Neutral,100
Formal Logic,2652,Rude,100
Formal Logic,2652,Very Rude,100
Formal Logic,2657,Very Friendly,0
Formal Logic,2657,Friendly,100
Formal Logic,2657,Neutral,100
Formal Logic,2657,Rude,100
Formal Logic,2657,Very Rude,100
Formal Logic,2664,Very Friendly,100
Formal Logic,2664,Friendly,100
Formal Logic,2664,Neutral,100
Formal Logic,2664,Rude,100
Formal Logic,2664,Very Rude,100
Formal Logic,2667,Very Friendly,0
Formal Logic,2667,Friendly,0
Formal Logic,2667,Neutral,0
Formal Logic,2667,Rude,0
Formal Logic,2667,Very Rude,0
Formal Logic,2701,Very Friendly,100
Formal Logic,2701,Friendly,100
Formal Logic,2701,Neutral,100
Formal Logic,2701,Rude,100
Formal Logic,2701,Very Rude,100
Formal Logic,2705,Very Friendly,100
Formal Logic,2705,Friendly,100
Formal Logic,2705,Neutral,100
Formal Logic,2705,Rude,100
Formal Logic,2705,Very Rude,100
Formal Logic,2706,Very Friendly,100
Formal Logic,2706,Friendly,100
Formal Logic,2706,Neutral,100
Formal Logic,2706,Rude,100
Formal Logic,2706,Very Rude,100
Formal Logic,2716,Very Friendly,100
Formal Logic,2716,Friendly,100
Formal Logic,2716,Neutral,100
Formal Logic,2716,Rude,100
Formal Logic,2716,Very Rude,100
Formal Logic,2726,Very Friendly,0
Formal Logic,2726,Friendly,0
Formal Logic,2726,Neutral,0
Formal Logic,2726,Rude,0
Formal Logic,2726,Very Rude,0
Formal Logic,2733,Very Friendly,100
Formal Logic,2733,Friendly,100
Formal Logic,2733,Neutral,100
Formal Logic,2733,Rude,100
Formal Logic,2733,Very Rude,100
Formal Logic,2742,Very Friendly,100
Formal Logic,2742,Friendly,100
Formal Logic,2742,Neutral,100
Formal Logic,2742,Rude,100
Formal Logic,2742,Very Rude,100
Formal Logic,2781,Very Friendly,100
Formal Logic,2781,Friendly,100
Formal Logic,2781,Neutral,100
Formal Logic,2781,Rude,100
Formal Logic,2781,Very Rude,100
Formal Logic,2793,Very Friendly,100
Formal Logic,2793,Friendly,100
Formal Logic,2793,Neutral,100
Formal Logic,2793,Rude,100
Formal Logic,2793,Very Rude,100
Formal Logic,2795,Very Friendly,100
Formal Logic,2795,Friendly,100
Formal Logic,2795,Neutral,100
Formal Logic,2795,Rude,100
Formal Logic,2795,Very Rude,100
Formal Logic,2810,Very Friendly,100
Formal Logic,2810,Friendly,100
Formal Logic,2810,Neutral,100
Formal Logic,2810,Rude,100
Formal Logic,2810,Very Rude,100
Formal Logic,2813,Very Friendly,100
Formal Logic,2813,Friendly,100
Formal Logic,2813,Neutral,100
Formal Logic,2813,Rude,100
Formal Logic,2813,Very Rude,100
Formal Logic,2814,Very Friendly,0
Formal Logic,2814,Friendly,0
Formal Logic,2814,Neutral,0
Formal Logic,2814,Rude,0
Formal Logic,2814,Very Rude,0
Formal Logic,2821,Very Friendly,100
Formal Logic,2821,Friendly,100
Formal Logic,2821,Neutral,100
Formal Logic,2821,Rude,100
Formal Logic,2821,Very Rude,100
Formal Logic,2831,Very Friendly,100
Formal Logic,2831,Friendly,100
Formal Logic,2831,Neutral,100
Formal Logic,2831,Rude,100
Formal Logic,2831,Very Rude,100
Formal Logic,2851,Very Friendly,100
Formal Logic,2851,Friendly,100
Formal Logic,2851,Neutral,100
Formal Logic,2851,Rude,100
Formal Logic,2851,Very Rude,100
Formal Logic,2857,Very Friendly,100
Formal Logic,2857,Friendly,100
Formal Logic,2857,Neutral,100
Formal Logic,2857,Rude,100
Formal Logic,2857,Very Rude,100
Formal Logic,2874,Very Friendly,100
Formal Logic,2874,Friendly,100
Formal Logic,2874,Neutral,100
Formal Logic,2874,Rude,100
Formal Logic,2874,Very Rude,100
Formal Logic,2880,Very Friendly,100
Formal Logic,2880,Friendly,100
Formal Logic,2880,Neutral,100
Formal Logic,2880,Rude,100
Formal Logic,2880,Very Rude,100
Formal Logic,2882,Very Friendly,100
Formal Logic,2882,Friendly,100
Formal Logic,2882,Neutral,100
Formal Logic,2882,Rude,100
Formal Logic,2882,Very Rude,100
Formal Logic,2887,Very Friendly,100
Formal Logic,2887,Friendly,100
Formal Logic,2887,Neutral,100
Formal Logic,2887,Rude,100
Formal Logic,2887,Very Rude,100
Formal Logic,2898,Very Friendly,100
Formal Logic,2898,Friendly,100
Formal Logic,2898,Neutral,100
Formal Logic,2898,Rude,100
Formal Logic,2898,Very Rude,100
Formal Logic,2901,Very Friendly,100
Formal Logic,2901,Friendly,0
Formal Logic,2901,Neutral,0
Formal Logic,2901,Rude,100
Formal Logic,2901,Very Rude,100
Formal Logic,2908,Very Friendly,100
Formal Logic,2908,Friendly,100
Formal Logic,2908,Neutral,100
Formal Logic,2908,Rude,100
Formal Logic,2908,Very Rude,100
Formal Logic,2911,Very Friendly,100
Formal Logic,2911,Friendly,100
Formal Logic,2911,Neutral,100
Formal Logic,2911,Rude,100
Formal Logic,2911,Very Rude,100
Formal Logic,2955,Very Friendly,100
Formal Logic,2955,Friendly,100
Formal Logic,2955,Neutral,100
Formal Logic,2955,Rude,100
Formal Logic,2955,Very Rude,100
Formal Logic,2969,Very Friendly,100
Formal Logic,2969,Friendly,100
Formal Logic,2969,Neutral,100
Formal Logic,2969,Rude,100
Formal Logic,2969,Very Rude,100
Formal Logic,2978,Very Friendly,100
Formal Logic,2978,Friendly,100
Formal Logic,2978,Neutral,100
Formal Logic,2978,Rude,100
Formal Logic,2978,Very Rude,100
Formal Logic,2979,Very Friendly,100
Formal Logic,2979,Friendly,100
Formal Logic,2979,Neutral,100
Formal Logic,2979,Rude,100
Formal Logic,2979,Very Rude,100
Formal Logic,2993,Very Friendly,100
Formal Logic,2993,Friendly,100
Formal Logic,2993,Neutral,100
Formal Logic,2993,Rude,100
Formal Logic,2993,Very Rude,0
Formal Logic,3001,Very Friendly,100
Formal Logic,3001,Friendly,100
Formal Logic,3001,Neutral,100
Formal Logic,3001,Rude,100
Formal Logic,3001,Very Rude,100
Formal Logic,3009,Very Friendly,100
Formal Logic,3009,Friendly,100
Formal Logic,3009,Neutral,100
Formal Logic,3009,Rude,100
Formal Logic,3009,Very Rude,100
Formal Logic,3033,Very Friendly,100
Formal Logic,3033,Friendly,100
Formal Logic,3033,Neutral,100
Formal Logic,3033,Rude,100
Formal Logic,3033,Very Rude,100
Formal Logic,3040,Very Friendly,0
Formal Logic,3040,Friendly,0
Formal Logic,3040,Neutral,100
Formal Logic,3040,Rude,0
Formal Logic,3040,Very Rude,0
Formal Logic,3054,Very Friendly,100
Formal Logic,3054,Friendly,100
Formal Logic,3054,Neutral,100
Formal Logic,3054,Rude,100
Formal Logic,3054,Very Rude,100
Formal Logic,3082,Very Friendly,0
Formal Logic,3082,Friendly,0
Formal Logic,3082,Neutral,0
Formal Logic,3082,Rude,100
Formal Logic,3082,Very Rude,0
Formal Logic,3092,Very Friendly,0
Formal Logic,3092,Friendly,0
Formal Logic,3092,Neutral,0
Formal Logic,3092,Rude,0
Formal Logic,3092,Very Rude,100
Formal Logic,3097,Very Friendly,100
Formal Logic,3097,Friendly,100
Formal Logic,3097,Neutral,100
Formal Logic,3097,Rude,100
Formal Logic,3097,Very Rude,100
Formal Logic,3107,Very Friendly,0
Formal Logic,3107,Friendly,0
Formal Logic,3107,Neutral,0
Formal Logic,3107,Rude,0
Formal Logic,3107,Very Rude,0
Formal Logic,3114,Very Friendly,100
Formal Logic,3114,Friendly,100
Formal Logic,3114,Neutral,100
Formal Logic,3114,Rude,100
Formal Logic,3114,Very Rude,100
Formal Logic,3130,Very Friendly,100
Formal Logic,3130,Friendly,100
Formal Logic,3130,Neutral,100
Formal Logic,3130,Rude,100
