Domain,QID,Tone,Run 1,Run 2,Run 3
stem,977,Very Friendly,100,100,100
stem,977,Friendly,100,100,100
stem,977,Neutral,100,100,100
stem,977,Rude,100,100,100
stem,977,Very Rude,100,100,100
stem,979,Very Friendly,100,100,100
stem,979,Friendly,100,100,100
stem,979,Neutral,100,100,100
stem,979,Rude,100,100,100
stem,979,Very Rude,100,100,100
stem,980,Very Friendly,100,100,100
stem,980,Friendly,100,100,100
stem,980,Neutral,100,100,100
stem,980,Rude,100,100,100
stem,980,Very Rude,100,100,100
stem,1000,Very Friendly,100,100,100
stem,1000,Friendly,100,100,100
stem,1000,Neutral,100,100,100
stem,1000,Rude,100,100,100
stem,1000,Very Rude,100,100,100
stem,1002,Very Friendly,100,100,100
stem,1002,Friendly,100,100,100
stem,1002,Neutral,100,100,100
stem,1002,Rude,100,100,100
stem,1002,Very Rude,100,100,100
stem,1004,Very Friendly,100,100,100
stem,1004,Friendly,100,100,100
stem,1004,Neutral,100,100,100
stem,1004,Rude,100,100,100
stem,1004,Very Rude,100,100,100
stem,1024,Very Friendly,100,100,100
stem,1024,Friendly,100,100,100
stem,1024,Neutral,100,100,100
stem,1024,Rude,100,100,100
stem,1024,Very Rude,100,100,100
stem,1026,Very Friendly,0,0,0
stem,1026,Friendly,0,0,0
stem,1026,Neutral,0,0,0
stem,1026,Rude,0,0,0
stem,1026,Very Rude,0,0,0
stem,1030,Very Friendly,100,100,100
stem,1030,Friendly,100,100,100
stem,1030,Neutral,100,100,100
stem,1030,Rude,100,100,100
stem,1030,Very Rude,100,100,100
stem,1035,Very Friendly,0,0,0
stem,1035,Friendly,100,100,100
stem,1035,Neutral,100,100,100
stem,1035,Rude,100,100,100
stem,1035,Very Rude,0,0,0
stem,1038,Very Friendly,100,100,100
stem,1038,Friendly,100,100,100
stem,1038,Neutral,100,100,100
stem,1038,Rude,100,100,100
stem,1038,Very Rude,100,100,100
stem,1042,Very Friendly,100,100,100
stem,1042,Friendly,100,100,100
stem,1042,Neutral,100,100,100
stem,1042,Rude,100,100,100
stem,1042,Very Rude,100,100,100
stem,1045,Very Friendly,100,100,100
stem,1045,Friendly,100,100,100
stem,1045,Neutral,100,100,100
stem,1045,Rude,100,100,100
stem,1045,Very Rude,100,100,100
stem,1056,Very Friendly,0,0,0
stem,1056,Friendly,0,0,0
stem,1056,Neutral,0,0,0
stem,1056,Rude,0,0,0
stem,1056,Very Rude,0,0,0
stem,1065,Very Friendly,100,100,100
stem,1065,Friendly,100,100,100
stem,1065,Neutral,100,100,100
stem,1065,Rude,0,0,0
stem,1065,Very Rude,100,100,100
stem,1069,Very Friendly,0,0,0
stem,1069,Friendly,0,0,0
stem,1069,Neutral,0,0,0
stem,1069,Rude,0,0,0
stem,1069,Very Rude,0,0,0
stem,1072,Very Friendly,100,100,100
stem,1072,Friendly,100,100,100
stem,1072,Neutral,100,100,100
stem,1072,Rude,100,100,100
stem,1072,Very Rude,100,100,100
stem,1076,Very Friendly,0,0,0
stem,1076,Friendly,0,0,0
stem,1076,Neutral,0,0,0
stem,1076,Rude,0,0,0
stem,1076,Very Rude,0,0,0
stem,1090,Very Friendly,100,100,100
stem,1090,Friendly,100,100,100
stem,1090,Neutral,100,100,100
stem,1090,Rude,100,100,100
stem,1090,Very Rude,100,100,100
stem,1101,Very Friendly,0,0,0
stem,1101,Friendly,0,0,0
stem,1101,Neutral,0,0,0
stem,1101,Rude,0,0,0
stem,1101,Very Rude,0,0,0
stem,1103,Very Friendly,0,0,0
stem,1103,Friendly,0,0,0
stem,1103,Neutral,0,0,0
stem,1103,Rude,0,0,0
stem,1103,Very Rude,0,0,0
stem,1106,Very Friendly,0,0,0
stem,1106,Friendly,0,0,0
stem,1106,Neutral,100,100,100
stem,1106,Rude,0,0,0
stem,1106,Very Rude,100,100,100
stem,1114,Very Friendly,100,100,100
stem,1114,Friendly,100,100,100
stem,1114,Neutral,100,100,100
stem,1114,Rude,100,100,100
stem,1114,Very Rude,100,100,100
stem,1115,Very Friendly,0,0,0
stem,1115,Friendly,0,0,0
stem,1115,Neutral,100,100,100
stem,1115,Rude,0,0,0
stem,1115,Very Rude,0,0,0
stem,1126,Very Friendly,100,100,100
stem,1126,Friendly,100,100,100
stem,1126,Neutral,100,100,100
stem,1126,Rude,100,100,100
stem,1126,Very Rude,100,100,100
stem,1135,Very Friendly,0,0,0
stem,1135,Friendly,0,0,0
stem,1135,Neutral,0,0,0
stem,1135,Rude,0,0,0
stem,1135,Very Rude,0,0,0
stem,1147,Very Friendly,100,100,100
stem,1147,Friendly,100,100,100
stem,1147,Neutral,100,100,100
stem,1147,Rude,100,100,100
stem,1147,Very Rude,100,100,100
stem,1150,Very Friendly,100,100,100
stem,1150,Friendly,100,100,100
stem,1150,Neutral,100,100,100
stem,1150,Rude,100,100,100
stem,1150,Very Rude,100,100,100
stem,1158,Very Friendly,100,100,100
stem,1158,Friendly,100,100,100
stem,1158,Neutral,100,100,100
stem,1158,Rude,100,100,100
stem,1158,Very Rude,100,100,100
stem,1174,Very Friendly,0,0,0
stem,1174,Friendly,0,0,0
stem,1174,Neutral,0,0,0
stem,1174,Rude,0,0,0
stem,1174,Very Rude,0,0,0
stem,1175,Very Friendly,0,0,0
stem,1175,Friendly,0,0,0
stem,1175,Neutral,0,0,0
stem,1175,Rude,0,0,0
stem,1175,Very Rude,0,0,0
stem,1178,Very Friendly,100,100,100
stem,1178,Friendly,100,100,100
stem,1178,Neutral,100,100,100
stem,1178,Rude,100,100,100
stem,1178,Very Rude,100,100,100
stem,1193,Very Friendly,0,0,0
stem,1193,Friendly,100,100,100
stem,1193,Neutral,100,100,100
stem,1193,Rude,100,100,100
stem,1193,Very Rude,100,100,100
stem,1196,Very Friendly,100,100,100
stem,1196,Friendly,100,100,100
stem,1196,Neutral,100,100,100
stem,1196,Rude,100,100,100
stem,1196,Very Rude,100,100,100
stem,1205,Very Friendly,100,100,100
stem,1205,Friendly,100,100,100
stem,1205,Neutral,100,100,100
stem,1205,Rude,100,100,100
stem,1205,Very Rude,100,100,100
stem,1207,Very Friendly,0,0,0
stem,1207,Friendly,0,0,0
stem,1207,Neutral,0,0,0
stem,1207,Rude,0,0,0
stem,1207,Very Rude,100,100,100
stem,1208,Very Friendly,100,100,100
stem,1208,Friendly,100,100,100
stem,1208,Neutral,100,100,100
stem,1208,Rude,100,100,100
stem,1208,Very Rude,100,100,100
stem,1217,Very Friendly,100,100,100
stem,1217,Friendly,100,100,100
stem,1217,Neutral,100,100,100
stem,1217,Rude,100,100,100
stem,1217,Very Rude,0,0,0
stem,1221,Very Friendly,100,100,100
stem,1221,Friendly,100,100,100
stem,1221,Neutral,100,100,100
stem,1221,Rude,100,100,100
stem,1221,Very Rude,100,100,100
stem,1226,Very Friendly,0,0,0
stem,1226,Friendly,100,100,100
stem,1226,Neutral,100,100,100
stem,1226,Rude,0,0,0
stem,1226,Very Rude,0,0,0
stem,1232,Very Friendly,0,0,0
stem,1232,Friendly,0,0,0
stem,1232,Neutral,0,0,0
stem,1232,Rude,0,0,0
stem,1232,Very Rude,0,0,0
stem,1238,Very Friendly,0,0,0
stem,1238,Friendly,0,0,0
stem,1238,Neutral,0,0,0
stem,1238,Rude,0,0,0
stem,1238,Very Rude,0,0,0
stem,1243,Very Friendly,0,0,0
stem,1243,Friendly,0,0,0
stem,1243,Neutral,0,0,0
stem,1243,Rude,0,0,0
stem,1243,Very Rude,0,0,0
stem,1252,Very Friendly,100,100,100
stem,1252,Friendly,0,0,0
stem,1252,Neutral,100,100,100
stem,1252,Rude,100,100,100
stem,1252,Very Rude,0,0,0
stem,1256,Very Friendly,100,100,100
stem,1256,Friendly,100,100,100
stem,1256,Neutral,100,100,100
stem,1256,Rude,0,0,0
stem,1256,Very Rude,0,0,0
stem,1261,Very Friendly,0,0,0
stem,1261,Friendly,0,0,0
stem,1261,Neutral,0,0,0
stem,1261,Rude,0,0,0
stem,1261,Very Rude,0,0,0
stem,1265,Very Friendly,0,0,0
stem,1265,Friendly,0,0,0
stem,1265,Neutral,0,0,0
stem,1265,Rude,0,0,0
stem,1265,Very Rude,0,0,0
stem,1269,Very Friendly,100,100,100
stem,1269,Friendly,100,100,100
stem,1269,Neutral,100,100,100
stem,1269,Rude,100,100,100
stem,1269,Very Rude,100,100,100
stem,1270,Very Friendly,100,100,100
stem,1270,Friendly,0,0,0
stem,1270,Neutral,100,100,100
stem,1270,Rude,100,100,100
stem,1270,Very Rude,100,100,100
stem,1271,Very Friendly,0,0,0
stem,1271,Friendly,0,0,0
stem,1271,Neutral,0,0,0
stem,1271,Rude,0,0,0
stem,1271,Very Rude,0,0,0
stem,1296,Very Friendly,100,100,100
stem,1296,Friendly,100,100,100
stem,1296,Neutral,100,100,100
stem,1296,Rude,100,100,100
stem,1296,Very Rude,100,100,100
stem,1299,Very Friendly,0,0,0
stem,1299,Friendly,0,0,0
stem,1299,Neutral,0,0,0
stem,1299,Rude,0,0,0
stem,1299,Very Rude,0,0,0
stem,1308,Very Friendly,100,100,100
stem,1308,Friendly,100,100,100
stem,1308,Neutral,100,100,100
stem,1308,Rude,100,100,100
stem,1308,Very Rude,100,100,100
stem,1314,Very Friendly,100,100,100
stem,1314,Friendly,100,100,100
stem,1314,Neutral,100,100,100
stem,1314,Rude,100,100,100
stem,1314,Very Rude,100,100,100
stem,1317,Very Friendly,100,100,100
stem,1317,Friendly,100,100,100
stem,1317,Neutral,100,100,100
stem,1317,Rude,100,100,100
stem,1317,Very Rude,100,100,100
stem,1318,Very Friendly,0,0,0
stem,1318,Friendly,0,0,0
stem,1318,Neutral,0,0,0
stem,1318,Rude,0,0,0
stem,1318,Very Rude,0,0,0
stem,1322,Very Friendly,100,100,100
stem,1322,Friendly,100,100,100
stem,1322,Neutral,100,100,100
stem,1322,Rude,100,100,100
stem,1322,Very Rude,100,100,100
stem,1323,Very Friendly,100,100,100
stem,1323,Friendly,100,100,100
stem,1323,Neutral,100,100,100
stem,1323,Rude,100,100,100
stem,1323,Very Rude,100,100,100
stem,1324,Very Friendly,100,100,100
stem,1324,Friendly,100,100,100
stem,1324,Neutral,100,100,100
stem,1324,Rude,100,100,100
stem,1324,Very Rude,100,100,100
stem,1327,Very Friendly,100,100,100
stem,1327,Friendly,100,100,100
stem,1327,Neutral,100,100,100
stem,1327,Rude,100,100,100
stem,1327,Very Rude,100,100,100
stem,1335,Very Friendly,0,0,0
stem,1335,Friendly,0,0,0
stem,1335,Neutral,0,0,0
stem,1335,Rude,0,0,0
stem,1335,Very Rude,0,0,0
stem,1352,Very Friendly,100,100,100
stem,1352,Friendly,100,100,100
stem,1352,Neutral,100,100,100
stem,1352,Rude,100,100,100
stem,1352,Very Rude,100,100,100
stem,1353,Very Friendly,100,100,100
stem,1353,Friendly,100,100,100
stem,1353,Neutral,100,100,100
stem,1353,Rude,100,100,100
stem,1353,Very Rude,100,100,100
stem,1360,Very Friendly,100,100,100
stem,1360,Friendly,100,100,100
stem,1360,Neutral,100,100,100
stem,1360,Rude,100,100,100
stem,1360,Very Rude,100,100,100
stem,1361,Very Friendly,100,100,100
stem,1361,Friendly,0,0,0
stem,1361,Neutral,0,0,0
stem,1361,Rude,100,100,100
stem,1361,Very Rude,100,100,100
stem,1362,Very Friendly,0,0,0
stem,1362,Friendly,0,0,0
stem,1362,Neutral,0,0,0
stem,1362,Rude,0,0,0
stem,1362,Very Rude,0,0,0
stem,1378,Very Friendly,100,100,100
stem,1378,Friendly,100,100,100
stem,1378,Neutral,100,100,100
stem,1378,Rude,100,100,100
stem,1378,Very Rude,100,100,100
stem,1379,Very Friendly,0,0,0
stem,1379,Friendly,0,0,0
stem,1379,Neutral,0,0,0
stem,1379,Rude,0,0,0
stem,1379,Very Rude,100,100,100
stem,1386,Very Friendly,0,0,0
stem,1386,Friendly,0,0,0
stem,1386,Neutral,0,0,0
stem,1386,Rude,0,0,0
stem,1386,Very Rude,0,0,0
stem,1403,Very Friendly,0,0,0
stem,1403,Friendly,0,0,0
stem,1403,Neutral,0,0,0
stem,1403,Rude,0,0,0
stem,1403,Very Rude,0,0,0
stem,1408,Very Friendly,0,0,0
stem,1408,Friendly,0,0,0
stem,1408,Neutral,0,0,0
stem,1408,Rude,0,0,0
stem,1408,Very Rude,0,0,0
stem,1412,Very Friendly,100,100,100
stem,1412,Friendly,100,100,100
stem,1412,Neutral,0,0,0
stem,1412,Rude,100,100,100
stem,1412,Very Rude,100,100,100
stem,1426,Very Friendly,0,0,0
stem,1426,Friendly,0,0,0
stem,1426,Neutral,100,100,100
stem,1426,Rude,0,0,0
stem,1426,Very Rude,0,0,0
stem,1433,Very Friendly,0,0,0
stem,1433,Friendly,0,0,0
stem,1433,Neutral,0,0,0
stem,1433,Rude,0,0,0
stem,1433,Very Rude,0,0,0
stem,1452,Very Friendly,0,0,0
stem,1452,Friendly,100,100,100
stem,1452,Neutral,0,0,0
stem,1452,Rude,100,100,100
stem,1452,Very Rude,100,100,100
stem,1455,Very Friendly,0,0,0
stem,1455,Friendly,0,0,0
stem,1455,Neutral,0,0,0
stem,1455,Rude,0,0,0
stem,1455,Very Rude,0,0,0
stem,1466,Very Friendly,0,0,0
stem,1466,Friendly,100,100,100
stem,1466,Neutral,100,100,100
stem,1466,Rude,100,100,100
stem,1466,Very Rude,0,0,0
stem,1468,Very Friendly,100,100,100
stem,1468,Friendly,100,100,100
stem,1468,Neutral,100,100,100
stem,1468,Rude,100,100,100
stem,1468,Very Rude,100,100,100
stem,1473,Very Friendly,100,100,100
stem,1473,Friendly,100,100,100
stem,1473,Neutral,100,100,100
stem,1473,Rude,100,100,100
stem,1473,Very Rude,100,100,100
stem,1475,Very Friendly,100,100,100
stem,1475,Friendly,100,100,100
stem,1475,Neutral,100,100,100
stem,1475,Rude,100,100,100
stem,1475,Very Rude,100,100,100
stem,1476,Very Friendly,100,100,100
stem,1476,Friendly,100,100,100
stem,1476,Neutral,100,100,100
stem,1476,Rude,100,100,100
stem,1476,Very Rude,100,100,100
stem,1481,Very Friendly,0,0,0
stem,1481,Friendly,0,0,0
stem,1481,Neutral,0,0,0
stem,1481,Rude,0,0,0
stem,1481,Very Rude,0,0,0
stem,1484,Very Friendly,0,0,0
stem,1484,Friendly,0,0,0
stem,1484,Neutral,0,0,0
stem,1484,Rude,0,0,0
stem,1484,Very Rude,0,0,0
stem,1489,Very Friendly,0,0,0
stem,1489,Friendly,0,0,0
stem,1489,Neutral,0,0,0
stem,1489,Rude,0,0,0
stem,1489,Very Rude,0,0,0
stem,1492,Very Friendly,0,0,0
stem,1492,Friendly,0,0,0
stem,1492,Neutral,0,0,0
stem,1492,Rude,0,0,0
stem,1492,Very Rude,0,0,0
stem,1498,Very Friendly,100,100,100
stem,1498,Friendly,100,100,100
stem,1498,Neutral,100,100,100
stem,1498,Rude,100,100,100
stem,1498,Very Rude,100,100,100
stem,1506,Very Friendly,100,100,100
stem,1506,Friendly,100,100,100
stem,1506,Neutral,100,100,100
stem,1506,Rude,100,100,100
stem,1506,Very Rude,100,100,100
stem,1508,Very Friendly,0,0,0
stem,1508,Friendly,0,0,0
stem,1508,Neutral,0,0,0
stem,1508,Rude,0,0,0
stem,1508,Very Rude,0,0,0
stem,1510,Very Friendly,100,100,100
stem,1510,Friendly,100,100,100
stem,1510,Neutral,100,100,100
stem,1510,Rude,100,100,100
stem,1510,Very Rude,100,100,100
stem,1526,Very Friendly,100,100,100
stem,1526,Friendly,100,100,100
stem,1526,Neutral,100,100,100
stem,1526,Rude,100,100,100
stem,1526,Very Rude,100,100,100
stem,1552,Very Friendly,0,0,0
stem,1552,Friendly,100,100,100
stem,1552,Neutral,0,0,0
stem,1552,Rude,0,0,0
stem,1552,Very Rude,0,0,0
stem,1563,Very Friendly,100,100,100
stem,1563,Friendly,100,100,100
stem,1563,Neutral,100,100,100
stem,1563,Rude,100,100,100
stem,1563,Very Rude,100,100,100
stem,1564,Very Friendly,0,0,0
stem,1564,Friendly,0,0,0
stem,1564,Neutral,100,100,100
stem,1564,Rude,0,0,0
stem,1564,Very Rude,100,100,100
stem,1566,Very Friendly,0,0,0
stem,1566,Friendly,0,0,0
stem,1566,Neutral,0,0,0
stem,1566,Rude,0,0,0
stem,1566,Very Rude,0,0,0
stem,1570,Very Friendly,100,100,100
stem,1570,Friendly,100,100,100
stem,1570,Neutral,100,100,100
stem,1570,Rude,100,100,100
stem,1570,Very Rude,100,100,100
stem,1573,Very Friendly,100,100,100
stem,1573,Friendly,100,100,100
stem,1573,Neutral,100,100,100
stem,1573,Rude,100,100,100
stem,1573,Very Rude,100,100,100
stem,1583,Very Friendly,100,100,100
stem,1583,Friendly,100,100,100
stem,1583,Neutral,100,100,100
stem,1583,Rude,100,100,100
stem,1583,Very Rude,100,100,100
stem,1589,Very Friendly,100,100,100
stem,1589,Friendly,100,100,100
stem,1589,Neutral,100,100,100
stem,1589,Rude,100,100,100
stem,1589,Very Rude,100,100,100
stem,1592,Very Friendly,100,100,100
stem,1592,Friendly,100,100,100
stem,1592,Neutral,100,100,100
stem,1592,Rude,100,100,100
stem,1592,Very Rude,100,100,100
stem,1594,Very Friendly,0,0,0
stem,1594,Friendly,0,0,0
stem,1594,Neutral,0,0,0
stem,1594,Rude,0,0,0
stem,1594,Very Rude,0,0,0
stem,1601,Very Friendly,100,100,100
stem,1601,Friendly,100,100,100
stem,1601,Neutral,100,100,100
stem,1601,Rude,100,100,100
stem,1601,Very Rude,100,100,100
stem,1608,Very Friendly,0,0,0
stem,1608,Friendly,0,0,0
stem,1608,Neutral,0,0,0
stem,1608,Rude,0,0,0
stem,1608,Very Rude,100,100,100
stem,1611,Very Friendly,100,100,100
stem,1611,Friendly,100,100,100
stem,1611,Neutral,100,100,100
stem,1611,Rude,100,100,100
stem,1611,Very Rude,100,100,100
stem,1612,Very Friendly,0,0,0
stem,1612,Friendly,0,0,0
stem,1612,Neutral,0,0,0
stem,1612,Rude,0,0,0
stem,1612,Very Rude,0,0,0
stem,1613,Very Friendly,0,0,0
stem,1613,Friendly,0,0,0
stem,1613,Neutral,0,0,0
stem,1613,Rude,0,0,0
stem,1613,Very Rude,0,0,0
stem,1621,Very Friendly,100,100,100
stem,1621,Friendly,100,100,100
stem,1621,Neutral,100,100,100
stem,1621,Rude,100,100,100
stem,1621,Very Rude,100,100,100
stem,1622,Very Friendly,0,0,0
stem,1622,Friendly,0,0,0
stem,1622,Neutral,0,0,0
stem,1622,Rude,0,0,0
stem,1622,Very Rude,0,0,0
stem,1624,Very Friendly,0,0,0
stem,1624,Friendly,100,100,100
stem,1624,Neutral,0,0,0
stem,1624,Rude,0,0,0
stem,1624,Very Rude,0,0,0
stem,1642,Very Friendly,100,100,100
stem,1642,Friendly,100,100,100
stem,1642,Neutral,100,100,100
stem,1642,Rude,100,100,100
stem,1642,Very Rude,100,100,100
stem,1643,Very Friendly,0,0,0
stem,1643,Friendly,0,0,0
stem,1643,Neutral,0,0,0
stem,1643,Rude,0,0,0
stem,1643,Very Rude,0,0,0
stem,1651,Very Friendly,0,0,0
stem,1651,Friendly,0,0,0
stem,1651,Neutral,0,0,0
stem,1651,Rude,0,0,0
stem,1651,Very Rude,0,0,0
stem,1652,Very Friendly,0,0,0
stem,1652,Friendly,0,0,0
stem,1652,Neutral,0,0,0
stem,1652,Rude,0,0,0
stem,1652,Very Rude,0,0,0
stem,1658,Very Friendly,0,0,0
stem,1658,Friendly,0,0,0
stem,1658,Neutral,0,0,0
stem,1658,Rude,0,0,0
stem,1658,Very Rude,0,0,0
stem,1666,Very Friendly,100,100,100
stem,1666,Friendly,100,100,100
stem,1666,Neutral,100,100,100
stem,1666,Rude,100,100,100
stem,1666,Very Rude,100,100,100
stem,1685,Very Friendly,0,0,0
stem,1685,Friendly,0,0,0
stem,1685,Neutral,0,0,0
stem,1685,Rude,0,0,0
stem,1685,Very Rude,0,0,0
stem,1689,Very Friendly,100,0,0
stem,1689,Friendly,100,100,100
stem,1689,Neutral,100,100,100
stem,1689,Rude,100,100,100
stem,1689,Very Rude,0,0,0
stem,1703,Very Friendly,0,0,0
stem,1703,Friendly,0,0,0
stem,1703,Neutral,0,0,0
stem,1703,Rude,0,0,0
stem,1703,Very Rude,0,0,0
stem,1715,Very Friendly,100,100,100
stem,1715,Friendly,100,100,100
stem,1715,Neutral,100,100,100
stem,1715,Rude,100,100,100
stem,1715,Very Rude,0,0,0
stem,1718,Very Friendly,0,0,0
stem,1718,Friendly,0,0,0
stem,1718,Neutral,0,0,0
stem,1718,Rude,0,0,0
stem,1718,Very Rude,100,100,100
stem,1721,Very Friendly,0,0,0
stem,1721,Friendly,0,0,0
stem,1721,Neutral,0,0,0
stem,1721,Rude,0,0,0
stem,1721,Very Rude,0,0,0
stem,1724,Very Friendly,0,0,0
stem,1724,Friendly,0,0,0
stem,1724,Neutral,0,0,0
stem,1724,Rude,0,0,0
stem,1724,Very Rude,0,0,0
stem,1731,Very Friendly,0,0,0
stem,1731,Friendly,0,0,0
stem,1731,Neutral,0,0,0
stem,1731,Rude,0,0,0
stem,1731,Very Rude,0,0,0
stem,1739,Very Friendly,100,100,100
stem,1739,Friendly,100,100,100
stem,1739,Neutral,100,100,100
stem,1739,Rude,100,100,100
stem,1739,Very Rude,100,100,100
stem,1748,Very Friendly,0,0,0
stem,1748,Friendly,0,0,0
stem,1748,Neutral,0,0,0
stem,1748,Rude,0,0,0
stem,1748,Very Rude,0,0,0
stem,1757,Very Friendly,0,0,0
stem,1757,Friendly,0,0,0
stem,1757,Neutral,0,0,0
stem,1757,Rude,0,0,0
stem,1757,Very Rude,0,0,0
stem,1766,Very Friendly,100,100,100
stem,1766,Friendly,100,100,100
stem,1766,Neutral,100,100,100
stem,1766,Rude,100,100,100
stem,1766,Very Rude,100,100,100
stem,1771,Very Friendly,100,100,100
stem,1771,Friendly,100,100,100
stem,1771,Neutral,100,100,100
stem,1771,Rude,100,100,100
stem,1771,Very Rude,100,100,100
stem,1777,Very Friendly,0,0,0
stem,1777,Friendly,0,0,0
stem,1777,Neutral,0,0,0
stem,1777,Rude,0,0,0
stem,1777,Very Rude,0,0,0
stem,1785,Very Friendly,100,100,100
stem,1785,Friendly,100,100,100
stem,1785,Neutral,100,100,100
stem,1785,Rude,100,100,100
stem,1785,Very Rude,100,100,100
stem,1792,Very Friendly,100,100,100
stem,1792,Friendly,100,100,100
stem,1792,Neutral,100,100,100
stem,1792,Rude,100,100,100
stem,1792,Very Rude,100,100,100
stem,1794,Very Friendly,100,100,100
stem,1794,Friendly,100,100,100
stem,1794,Neutral,100,100,100
stem,1794,Rude,100,100,100
stem,1794,Very Rude,100,100,100
stem,1796,Very Friendly,100,100,100
stem,1796,Friendly,100,100,100
stem,1796,Neutral,100,100,100
stem,1796,Rude,100,100,100
stem,1796,Very Rude,100,100,100
stem,1801,Very Friendly,0,0,0
stem,1801,Friendly,0,0,0
stem,1801,Neutral,0,0,0
stem,1801,Rude,0,0,0
stem,1801,Very Rude,0,0,0
stem,1806,Very Friendly,100,100,100
stem,1806,Friendly,100,100,100
stem,1806,Neutral,100,100,100
stem,1806,Rude,100,100,100
stem,1806,Very Rude,100,100,100
stem,1812,Very Friendly,100,100,100
stem,1812,Friendly,100,100,100
stem,1812,Neutral,100,100,100
stem,1812,Rude,100,100,100
stem,1812,Very Rude,100,100,100
stem,1813,Very Friendly,100,100,100
stem,1813,Friendly,100,100,100
stem,1813,Neutral,100,100,100
stem,1813,Rude,100,100,100
stem,1813,Very Rude,100,100,100
stem,1814,Very Friendly,0,0,0
stem,1814,Friendly,100,100,100
stem,1814,Neutral,100,100,100
stem,1814,Rude,100,100,100
stem,1814,Very Rude,100,100,100
stem,1816,Very Friendly,100,100,100
stem,1816,Friendly,100,100,100
stem,1816,Neutral,100,100,100
stem,1816,Rude,100,100,100
stem,1816,Very Rude,0,0,0
stem,1818,Very Friendly,100,100,100
stem,1818,Friendly,100,100,100
stem,1818,Neutral,100,100,100
stem,1818,Rude,100,100,100
stem,1818,Very Rude,100,100,100
stem,1831,Very Friendly,0,0,0
stem,1831,Friendly,0,0,0
stem,1831,Neutral,0,0,0
stem,1831,Rude,0,0,0
stem,1831,Very Rude,0,0,0
stem,1834,Very Friendly,0,0,0
stem,1834,Friendly,0,0,0
stem,1834,Neutral,0,0,0
stem,1834,Rude,0,0,0
stem,1834,Very Rude,0,0,0
stem,1836,Very Friendly,0,0,0
stem,1836,Friendly,0,0,0
stem,1836,Neutral,0,0,0
stem,1836,Rude,0,0,0
stem,1836,Very Rude,0,0,0
stem,1838,Very Friendly,0,0,0
stem,1838,Friendly,0,0,0
stem,1838,Neutral,0,0,0
stem,1838,Rude,0,0,0
stem,1838,Very Rude,0,0,0
stem,1840,Very Friendly,100,100,100
stem,1840,Friendly,100,100,100
stem,1840,Neutral,100,100,100
stem,1840,Rude,100,100,100
stem,1840,Very Rude,100,100,100
stem,1862,Very Friendly,100,100,100
stem,1862,Friendly,100,100,100
stem,1862,Neutral,100,100,100
stem,1862,Rude,100,100,100
stem,1862,Very Rude,100,100,100
stem,1863,Very Friendly,100,100,100
stem,1863,Friendly,100,100,100
stem,1863,Neutral,0,0,0
stem,1863,Rude,100,100,100
stem,1863,Very Rude,0,0,0
stem,1867,Very Friendly,0,0,0
stem,1867,Friendly,0,0,0
stem,1867,Neutral,0,0,0
stem,1867,Rude,0,0,0
stem,1867,Very Rude,0,0,0
stem,1883,Very Friendly,100,100,100
stem,1883,Friendly,100,100,100
stem,1883,Neutral,100,100,100
stem,1883,Rude,100,100,100
stem,1883,Very Rude,100,100,100
stem,1887,Very Friendly,100,100,100
stem,1887,Friendly,100,100,100
stem,1887,Neutral,100,100,100
stem,1887,Rude,100,100,100
stem,1887,Very Rude,100,100,100
stem,1890,Very Friendly,0,0,0
stem,1890,Friendly,0,0,0
stem,1890,Neutral,0,0,0
stem,1890,Rude,0,0,0
stem,1890,Very Rude,0,0,0
stem,1892,Very Friendly,100,100,100
stem,1892,Friendly,100,100,100
stem,1892,Neutral,100,100,100
stem,1892,Rude,100,100,100
stem,1892,Very Rude,0,0,0
stem,1911,Very Friendly,100,100,100
stem,1911,Friendly,100,100,100
stem,1911,Neutral,100,100,100
stem,1911,Rude,100,100,100
stem,1911,Very Rude,0,0,0
stem,1912,Very Friendly,0,0,0
stem,1912,Friendly,0,0,0
stem,1912,Neutral,0,0,0
stem,1912,Rude,0,0,0
stem,1912,Very Rude,0,0,0
stem,1922,Very Friendly,100,100,100
stem,1922,Friendly,100,100,100
stem,1922,Neutral,100,100,100
stem,1922,Rude,100,100,100
stem,1922,Very Rude,100,100,100
stem,1925,Very Friendly,100,100,100
stem,1925,Friendly,100,100,100
stem,1925,Neutral,100,100,100
stem,1925,Rude,100,100,100
stem,1925,Very Rude,100,100,100
stem,1926,Very Friendly,100,100,100
stem,1926,Friendly,100,100,100
stem,1926,Neutral,100,100,100
stem,1926,Rude,100,100,100
stem,1926,Very Rude,0,0,0
stem,1928,Very Friendly,100,100,100
stem,1928,Friendly,100,100,100
stem,1928,Neutral,100,100,100
stem,1928,Rude,0,0,0
stem,1928,Very Rude,100,100,100
stem,1937,Very Friendly,100,100,100
stem,1937,Friendly,100,100,100
stem,1937,Neutral,100,100,100
stem,1937,Rude,100,100,100
stem,1937,Very Rude,100,100,100
stem,1941,Very Friendly,100,100,100
stem,1941,Friendly,100,100,100
stem,1941,Neutral,100,100,100
stem,1941,Rude,100,100,100
stem,1941,Very Rude,100,100,100
stem,1951,Very Friendly,0,0,0
stem,1951,Friendly,0,0,0
stem,1951,Neutral,0,0,0
stem,1951,Rude,0,0,0
stem,1951,Very Rude,0,0,0
stem,1962,Very Friendly,100,100,100
stem,1962,Friendly,100,100,100
stem,1962,Neutral,100,100,100
stem,1962,Rude,100,100,100
