Domain,QID,Tone,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10
law,311,Neutral,0,0,0,0,0,0,0,0,0,0
law,311,Rude,0,0,0,0,0,0,0,0,0,0
law,311,Very Rude,0,0,0,0,0,0,0,0,0,0
law,313,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,313,Friendly,100,100,100,100,100,100,100,100,100,100
law,313,Neutral,100,100,100,100,100,100,100,100,100,100
law,313,Rude,100,100,100,100,100,100,100,100,100,100
law,313,Very Rude,100,100,100,100,100,100,100,100,100,100
law,317,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,317,Friendly,100,100,100,100,100,100,100,100,100,100
law,317,Neutral,100,100,100,100,100,100,100,100,100,100
law,317,Rude,100,100,100,100,100,100,100,100,100,100
law,317,Very Rude,100,100,100,100,100,100,100,100,100,100
law,323,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,323,Friendly,100,100,100,100,100,100,100,100,100,100
law,323,Neutral,100,100,100,100,100,100,100,100,100,100
law,323,Rude,100,100,100,100,100,100,100,100,100,100
law,323,Very Rude,100,100,100,100,100,100,100,100,100,100
law,325,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,325,Friendly,100,100,100,100,100,100,100,100,100,100
law,325,Neutral,100,100,100,100,100,100,100,100,100,100
law,325,Rude,100,100,100,100,100,100,100,100,100,100
law,325,Very Rude,100,100,100,100,100,100,100,100,100,100
law,328,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,328,Friendly,100,100,100,100,100,100,100,100,100,100
law,328,Neutral,100,100,100,100,100,100,100,100,100,100
law,328,Rude,100,100,100,100,100,100,100,100,100,100
law,328,Very Rude,100,100,100,100,100,100,100,100,100,100
law,333,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,333,Friendly,100,100,100,100,100,100,100,100,100,100
law,333,Neutral,100,100,100,100,100,100,100,100,100,100
law,333,Rude,100,100,100,100,100,100,100,100,100,100
law,333,Very Rude,100,100,100,100,100,100,100,100,100,100
law,340,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,340,Friendly,100,100,100,100,100,100,100,100,100,100
law,340,Neutral,100,100,100,100,100,100,100,100,100,100
law,340,Rude,100,100,100,100,100,100,100,100,100,100
law,340,Very Rude,100,100,100,100,100,100,100,100,100,100
law,343,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,343,Friendly,100,100,100,100,100,100,100,100,100,100
law,343,Neutral,100,100,100,100,100,100,100,100,100,100
law,343,Rude,100,100,100,100,100,100,100,100,100,100
law,343,Very Rude,100,100,100,100,100,100,100,100,100,100
law,345,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,345,Friendly,100,100,100,100,100,100,100,100,100,100
law,345,Neutral,100,100,100,100,100,100,100,100,100,100
law,345,Rude,100,100,100,100,100,100,100,100,100,100
law,345,Very Rude,100,100,100,100,100,100,100,100,100,100
law,347,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,347,Friendly,0,0,0,0,0,0,0,0,0,0
law,347,Neutral,0,0,0,0,0,0,0,0,0,0
law,347,Rude,0,0,0,0,0,0,0,0,0,0
law,347,Very Rude,0,0,0,0,0,0,0,0,0,0
law,351,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,351,Friendly,100,100,100,100,100,100,100,100,100,100
law,351,Neutral,100,100,100,100,100,100,100,100,100,100
law,351,Rude,100,100,100,100,100,100,100,100,100,100
law,351,Very Rude,100,100,100,100,100,100,100,100,100,100
law,352,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,352,Friendly,100,100,100,100,100,100,100,100,100,100
law,352,Neutral,100,100,100,100,100,100,100,100,100,100
law,352,Rude,100,100,100,100,100,100,100,100,100,100
law,352,Very Rude,100,100,100,100,100,100,100,100,100,100
law,353,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,353,Friendly,100,100,100,100,100,100,100,100,100,100
law,353,Neutral,100,100,100,100,100,100,100,100,100,100
law,353,Rude,100,100,100,100,100,100,100,100,100,100
law,353,Very Rude,100,100,100,100,100,100,100,100,100,100
law,354,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,354,Friendly,0,0,0,0,0,0,0,0,0,0
law,354,Neutral,0,0,0,0,0,0,0,0,0,0
law,354,Rude,0,0,0,0,0,0,0,0,0,0
law,354,Very Rude,0,0,0,0,0,0,0,0,0,0
law,355,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,355,Friendly,100,100,100,100,100,100,100,100,100,100
law,355,Neutral,100,100,100,100,100,100,100,100,100,100
law,355,Rude,100,100,100,100,100,100,100,100,100,100
law,355,Very Rude,100,100,100,100,100,100,100,100,100,100
law,356,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,356,Friendly,100,100,100,100,100,100,100,100,100,100
law,356,Neutral,100,100,100,100,100,100,100,100,100,100
law,356,Rude,100,100,100,100,100,100,100,100,100,100
law,356,Very Rude,100,100,100,100,100,100,100,100,100,100
law,359,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,359,Friendly,0,0,0,0,0,0,0,0,0,0
law,359,Neutral,0,0,0,0,0,0,0,0,0,0
law,359,Rude,0,0,0,0,0,0,0,0,0,0
law,359,Very Rude,0,0,0,0,0,0,0,0,0,0
law,362,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,362,Friendly,0,0,0,0,0,0,0,0,0,0
law,362,Neutral,0,0,0,0,0,0,0,0,0,0
law,362,Rude,0,0,0,0,0,0,0,0,0,0
law,362,Very Rude,0,0,0,0,0,0,0,0,0,0
law,364,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,364,Friendly,0,0,0,0,0,0,0,0,0,0
law,364,Neutral,0,0,0,0,0,0,0,0,0,0
law,364,Rude,0,0,0,0,0,0,0,0,0,0
law,364,Very Rude,0,0,0,0,0,0,0,0,0,0
law,366,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,366,Friendly,100,100,100,100,100,100,100,100,100,100
law,366,Neutral,100,100,100,100,100,100,100,100,100,100
law,366,Rude,100,100,100,100,100,100,100,100,100,100
law,366,Very Rude,100,100,100,100,100,100,100,100,100,100
law,367,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,367,Friendly,100,100,100,100,100,100,100,100,100,100
law,367,Neutral,100,100,100,100,100,100,100,100,100,100
law,367,Rude,100,100,100,100,100,100,100,100,100,100
law,367,Very Rude,100,100,100,100,100,100,100,100,100,100
law,368,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,368,Friendly,100,100,100,100,100,100,100,100,100,100
law,368,Neutral,100,100,100,100,100,100,100,100,100,100
law,368,Rude,100,100,100,100,100,100,100,100,100,100
law,368,Very Rude,100,100,100,100,100,100,100,100,100,100
law,371,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,371,Friendly,0,0,0,0,0,0,0,0,0,0
law,371,Neutral,0,0,0,0,0,0,0,0,0,0
law,371,Rude,0,0,0,0,0,0,0,0,0,0
law,371,Very Rude,0,0,0,0,0,0,0,0,0,0
law,372,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,372,Friendly,100,100,100,100,100,100,100,100,100,100
law,372,Neutral,100,100,100,100,100,100,100,100,100,100
law,372,Rude,100,100,100,100,100,100,100,100,100,100
law,372,Very Rude,100,100,100,100,100,100,100,100,100,100
law,375,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,375,Friendly,0,0,0,0,0,0,0,0,0,0
law,375,Neutral,0,0,0,0,0,0,0,0,0,0
law,375,Rude,0,0,0,0,0,0,0,0,0,0
law,375,Very Rude,0,0,0,0,0,0,0,0,0,0
law,378,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,378,Friendly,100,100,100,100,100,100,100,100,100,100
law,378,Neutral,100,100,100,100,100,100,100,100,100,100
law,378,Rude,100,100,100,100,100,100,100,100,100,100
law,378,Very Rude,100,100,100,100,100,100,100,100,100,100
law,381,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,381,Friendly,100,100,100,100,100,100,100,100,100,100
law,381,Neutral,100,100,100,100,100,100,100,100,100,100
law,381,Rude,100,100,100,100,100,100,100,100,100,100
law,381,Very Rude,100,100,100,100,100,100,100,100,100,100
law,382,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,382,Friendly,100,100,100,100,100,100,100,100,100,100
law,382,Neutral,100,100,100,100,100,100,100,100,100,100
law,382,Rude,100,100,100,100,100,100,100,100,100,100
law,382,Very Rude,100,100,100,100,100,100,100,100,100,100
law,383,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,383,Friendly,0,0,0,0,0,0,0,0,0,0
law,383,Neutral,0,0,0,0,0,0,0,0,0,0
law,383,Rude,0,0,0,0,0,0,0,0,0,0
law,383,Very Rude,0,0,0,0,0,0,0,0,0,0
law,384,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,384,Friendly,0,0,0,0,0,0,0,0,0,0
law,384,Neutral,0,0,0,0,0,0,0,0,0,0
law,384,Rude,0,0,0,0,0,0,0,0,0,0
law,384,Very Rude,0,0,0,0,0,0,0,0,0,0
law,395,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,395,Friendly,0,0,0,0,0,0,0,0,0,0
law,395,Neutral,0,0,0,0,0,0,0,0,0,0
law,395,Rude,0,0,0,0,0,0,0,0,0,0
law,395,Very Rude,0,0,0,0,0,0,0,0,0,0
law,399,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,399,Friendly,0,0,0,0,0,0,0,0,0,0
law,399,Neutral,0,0,0,0,0,0,0,0,0,0
law,399,Rude,0,0,0,0,0,0,0,0,0,0
law,399,Very Rude,0,0,0,0,0,0,0,0,0,0
law,406,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,406,Friendly,100,100,100,100,100,100,100,100,100,100
law,406,Neutral,100,100,100,100,100,100,100,100,100,100
law,406,Rude,100,100,100,100,100,100,100,100,100,100
law,406,Very Rude,100,100,100,100,100,100,100,100,100,100
law,412,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,412,Friendly,100,100,100,100,100,100,100,100,100,100
law,412,Neutral,100,100,100,100,100,100,100,100,100,100
law,412,Rude,100,100,100,100,100,100,100,100,100,100
law,412,Very Rude,100,100,100,100,100,100,100,100,100,100
law,414,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,414,Friendly,100,100,100,100,100,100,100,100,100,100
law,414,Neutral,100,100,100,100,100,100,100,100,100,100
law,414,Rude,100,100,100,100,100,100,100,100,100,100
law,414,Very Rude,100,100,100,100,100,100,100,100,100,100
law,416,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,416,Friendly,0,0,0,0,0,0,0,0,0,0
law,416,Neutral,0,0,0,0,0,0,0,0,0,0
law,416,Rude,0,0,0,0,0,0,0,0,0,0
law,416,Very Rude,0,0,0,0,0,0,0,0,0,0
law,417,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,417,Friendly,100,100,100,100,100,100,100,100,100,100
law,417,Neutral,100,100,100,100,100,100,100,100,100,100
law,417,Rude,100,100,100,100,100,100,100,100,100,100
law,417,Very Rude,100,100,100,100,100,100,100,100,100,100
law,421,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,421,Friendly,100,100,100,100,100,100,100,100,100,100
law,421,Neutral,100,100,100,100,100,100,100,100,100,100
law,421,Rude,100,100,100,100,100,100,100,100,100,100
law,421,Very Rude,100,100,100,100,100,100,100,100,100,100
law,423,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,423,Friendly,100,100,100,100,100,100,100,100,100,100
law,423,Neutral,100,100,100,100,100,100,100,100,100,100
law,423,Rude,100,100,100,100,100,100,100,100,100,100
law,423,Very Rude,100,100,100,100,100,100,100,100,100,100
law,424,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,424,Friendly,0,0,0,0,0,0,0,0,0,0
law,424,Neutral,0,0,0,0,0,0,0,0,0,0
law,424,Rude,0,0,0,0,0,0,0,0,0,0
law,424,Very Rude,0,0,0,0,0,0,0,0,0,0
law,426,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,426,Friendly,0,0,0,0,0,0,0,0,0,0
law,426,Neutral,0,0,0,0,0,0,0,0,0,0
law,426,Rude,0,0,0,0,0,0,0,0,0,0
law,426,Very Rude,0,0,0,0,0,0,0,0,0,0
law,427,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,427,Friendly,0,0,0,0,0,0,0,0,0,0
law,427,Neutral,0,0,0,0,0,0,0,0,0,0
law,427,Rude,0,0,0,0,0,0,0,0,0,0
law,427,Very Rude,0,0,0,0,0,0,0,0,0,0
law,428,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,428,Friendly,0,0,0,0,0,0,0,0,0,0
law,428,Neutral,0,0,0,0,0,0,0,0,0,0
law,428,Rude,0,0,0,0,0,0,0,0,0,0
law,428,Very Rude,0,0,0,0,0,0,0,0,0,0
law,429,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,429,Friendly,0,0,0,0,0,0,0,0,0,0
law,429,Neutral,0,0,0,0,0,0,0,0,0,0
law,429,Rude,0,0,0,0,0,0,0,0,0,0
law,429,Very Rude,0,0,0,0,0,0,0,0,0,0
law,430,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,430,Friendly,100,100,100,100,100,100,100,100,100,100
law,430,Neutral,100,100,100,100,100,100,100,100,100,100
law,430,Rude,100,100,100,100,100,100,100,100,100,100
law,430,Very Rude,100,100,100,100,100,100,100,100,100,100
law,431,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,431,Friendly,0,0,0,0,0,0,0,0,0,0
law,431,Neutral,0,0,0,0,0,0,0,0,0,0
law,431,Rude,100,100,100,100,100,100,100,100,100,100
law,431,Very Rude,100,100,100,100,100,100,100,100,100,100
law,433,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,433,Friendly,0,0,0,0,0,0,0,0,0,0
law,433,Neutral,0,0,0,0,0,0,0,0,0,0
law,433,Rude,100,100,100,0,0,100,100,100,100,100
law,433,Very Rude,0,0,0,0,0,0,0,0,0,0
law,434,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,434,Friendly,0,0,0,0,0,0,0,0,0,0
law,434,Neutral,0,0,0,0,0,0,0,0,0,0
law,434,Rude,0,0,0,0,0,0,0,0,0,0
law,434,Very Rude,0,0,0,0,0,0,0,0,0,0
law,436,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,436,Friendly,0,0,0,0,0,0,0,0,0,0
law,436,Neutral,0,0,0,0,0,0,0,0,0,0
law,436,Rude,0,0,0,0,0,0,0,0,0,0
law,436,Very Rude,0,0,0,0,0,0,0,0,0,0
law,439,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,439,Friendly,0,0,0,0,0,0,0,0,0,0
law,439,Neutral,0,0,0,0,0,0,0,0,0,0
law,439,Rude,0,0,0,0,0,0,0,0,0,0
law,439,Very Rude,0,0,0,0,0,0,0,0,0,0
law,440,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,440,Friendly,100,100,100,100,100,100,100,100,100,100
law,440,Neutral,100,100,100,100,100,100,100,100,100,100
law,440,Rude,100,100,100,100,100,100,100,100,100,100
law,440,Very Rude,100,100,100,100,100,100,100,100,100,100
law,452,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,452,Friendly,100,100,100,100,100,100,100,100,100,100
law,452,Neutral,100,100,100,100,100,100,100,100,100,100
law,452,Rude,100,100,100,100,100,100,100,100,100,100
law,452,Very Rude,100,100,100,100,100,100,100,100,100,100
law,454,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,454,Friendly,100,100,100,100,100,100,100,100,100,100
law,454,Neutral,100,100,100,100,100,100,100,100,100,100
law,454,Rude,100,100,100,100,100,100,100,100,100,100
law,454,Very Rude,100,100,100,100,100,100,100,100,100,100
law,462,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,462,Friendly,0,0,0,0,0,0,0,0,0,0
law,462,Neutral,0,0,0,0,0,0,0,0,0,0
law,462,Rude,0,0,0,0,0,0,0,0,0,0
law,462,Very Rude,100,100,0,0,100,100,100,100,100,100
law,463,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,463,Friendly,0,0,0,0,0,0,0,0,0,0
law,463,Neutral,0,0,0,0,0,0,0,0,0,0
law,463,Rude,0,0,0,0,0,0,0,0,0,0
law,463,Very Rude,0,0,0,0,0,0,0,0,0,0
law,465,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,465,Friendly,100,100,100,100,100,100,100,100,100,100
law,465,Neutral,100,100,100,100,100,100,100,100,100,100
law,465,Rude,100,100,100,100,100,100,100,100,100,100
law,465,Very Rude,100,100,100,100,100,100,100,100,100,100
law,472,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,472,Friendly,100,100,100,100,100,100,100,100,100,100
law,472,Neutral,100,100,100,100,100,100,100,100,100,100
law,472,Rude,100,100,100,100,100,100,100,100,100,100
law,472,Very Rude,100,100,100,100,100,100,100,100,100,100
law,479,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,479,Friendly,0,0,0,0,0,0,0,0,0,0
law,479,Neutral,0,0,0,0,0,0,0,0,0,0
law,479,Rude,0,0,0,0,0,0,0,0,0,0
law,479,Very Rude,100,100,100,100,100,100,100,100,100,100
law,480,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,480,Friendly,100,100,100,100,100,100,100,100,100,100
law,480,Neutral,100,100,100,100,100,100,100,100,100,100
law,480,Rude,100,100,100,100,100,100,100,100,100,100
law,480,Very Rude,100,100,100,100,100,100,100,100,100,100
law,482,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,482,Friendly,0,0,0,0,0,0,0,0,0,0
law,482,Neutral,0,0,0,0,0,0,0,0,0,0
law,482,Rude,0,0,0,0,0,0,0,0,0,0
law,482,Very Rude,0,0,0,0,0,0,0,0,0,0
law,483,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,483,Friendly,0,0,0,0,0,0,0,0,0,0
law,483,Neutral,0,0,0,0,0,0,0,0,0,0
law,483,Rude,0,0,0,0,0,0,0,0,0,0
law,483,Very Rude,0,0,0,0,0,0,0,0,0,0
law,486,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,486,Friendly,0,0,0,0,0,0,0,0,0,0
law,486,Neutral,0,0,0,0,0,0,0,0,0,0
law,486,Rude,0,0,0,0,0,0,0,0,0,0
law,486,Very Rude,0,0,0,0,0,0,0,0,0,0
law,487,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,487,Friendly,100,100,100,100,100,100,100,100,100,100
law,487,Neutral,100,100,100,100,100,100,100,100,100,100
law,487,Rude,100,100,100,100,100,100,100,100,100,100
law,487,Very Rude,100,100,100,100,100,100,100,100,100,100
law,491,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,491,Friendly,100,100,100,100,100,100,100,100,100,100
law,491,Neutral,100,100,100,100,100,100,100,100,100,100
law,491,Rude,100,100,100,100,100,100,100,100,100,100
law,491,Very Rude,100,100,100,100,100,100,100,100,100,100
law,494,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,494,Friendly,100,100,100,100,100,100,100,100,100,100
law,494,Neutral,100,100,100,100,100,100,100,100,100,100
law,494,Rude,100,100,100,100,100,100,100,100,100,100
law,494,Very Rude,100,100,100,100,100,100,100,100,100,100
law,495,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,495,Friendly,100,100,100,100,100,100,100,100,100,100
law,495,Neutral,100,100,100,100,100,100,100,100,100,100
law,495,Rude,100,100,100,100,100,100,100,100,100,100
law,495,Very Rude,100,100,100,100,100,100,100,100,100,100
law,498,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,498,Friendly,0,0,0,0,0,0,0,0,0,0
law,498,Neutral,0,0,0,0,0,0,0,0,0,0
law,498,Rude,0,0,0,0,0,0,0,0,0,0
law,498,Very Rude,0,0,0,0,0,0,0,0,0,0
law,501,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,501,Friendly,100,100,100,100,100,100,100,100,100,100
law,501,Neutral,100,100,100,100,100,100,100,100,100,100
law,501,Rude,100,100,100,100,100,100,100,100,100,100
law,501,Very Rude,100,100,100,100,100,100,100,100,100,100
law,507,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,507,Friendly,0,0,0,0,0,0,0,0,0,0
law,507,Neutral,0,0,0,0,0,0,0,0,0,0
law,507,Rude,0,0,0,0,0,0,0,0,0,0
law,507,Very Rude,0,0,0,0,0,0,0,0,0,0
law,514,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,514,Friendly,0,0,0,0,0,0,0,0,0,0
law,514,Neutral,0,0,0,0,0,0,0,0,0,0
law,514,Rude,0,0,0,0,0,0,0,0,0,0
law,514,Very Rude,0,0,0,0,0,0,0,0,0,0
law,523,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,523,Friendly,0,0,0,0,0,0,0,0,0,0
law,523,Neutral,0,0,0,0,0,0,0,0,0,0
law,523,Rude,0,0,0,0,0,0,0,0,0,0
law,523,Very Rude,0,0,0,0,0,0,0,0,0,0
law,527,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,527,Friendly,0,0,0,0,0,0,0,0,0,0
law,527,Neutral,0,0,0,0,0,0,0,0,0,0
law,527,Rude,0,0,0,0,0,0,0,0,0,0
law,527,Very Rude,0,0,0,0,0,0,0,0,0,0
law,530,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,530,Friendly,100,100,100,100,100,100,100,100,100,100
law,530,Neutral,100,100,100,100,100,100,100,100,100,100
law,530,Rude,100,100,100,100,100,100,100,100,100,100
law,530,Very Rude,100,100,100,100,100,100,100,100,100,100
law,535,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,535,Friendly,100,100,100,100,100,100,100,100,100,100
law,535,Neutral,100,100,100,100,100,100,100,100,100,100
law,535,Rude,100,100,100,100,100,100,100,100,100,100
law,535,Very Rude,100,100,100,100,100,100,100,100,100,100
law,536,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,536,Friendly,0,0,0,0,0,0,0,0,0,0
law,536,Neutral,0,0,0,0,0,0,0,0,0,0
law,536,Rude,0,0,0,0,0,0,0,0,0,0
law,536,Very Rude,0,0,0,0,0,0,0,0,0,0
law,539,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,539,Friendly,0,0,0,0,0,0,0,0,0,0
law,539,Neutral,0,0,0,0,0,0,0,0,0,0
law,539,Rude,0,0,0,0,0,0,0,0,0,0
law,539,Very Rude,0,0,0,0,0,0,0,0,0,0
law,544,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,544,Friendly,100,100,100,100,100,100,100,100,100,100
law,544,Neutral,100,100,100,100,100,100,100,100,100,100
law,544,Rude,100,100,100,100,100,100,100,100,100,100
law,544,Very Rude,100,100,100,100,100,100,100,100,100,100
law,545,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,545,Friendly,0,0,0,0,0,0,0,0,0,0
law,545,Neutral,0,0,0,0,0,0,0,0,0,0
law,545,Rude,0,0,0,0,0,0,0,0,0,0
law,545,Very Rude,0,0,0,0,0,0,0,0,0,0
law,549,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,549,Friendly,0,0,0,0,0,0,0,0,0,0
law,549,Neutral,0,0,0,0,0,0,0,0,0,0
law,549,Rude,0,0,0,0,0,0,0,0,0,0
law,549,Very Rude,0,0,0,0,0,0,0,0,0,0
law,552,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,552,Friendly,100,100,100,100,100,100,100,100,100,100
law,552,Neutral,100,100,100,100,100,100,100,100,100,100
law,552,Rude,100,100,100,100,100,100,100,100,100,100
law,552,Very Rude,100,100,100,100,100,100,100,100,100,100
law,553,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,553,Friendly,0,0,0,0,0,0,0,0,0,0
law,553,Neutral,0,0,0,0,0,0,0,0,0,0
law,553,Rude,0,100,100,100,100,0,100,100,100,0
law,553,Very Rude,100,100,100,100,100,100,100,100,100,100
law,555,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,555,Friendly,100,100,100,100,100,100,100,100,100,100
law,555,Neutral,100,100,100,100,100,100,100,100,100,100
law,555,Rude,100,100,100,100,100,100,100,100,100,100
law,555,Very Rude,100,100,100,100,100,100,100,100,100,100
law,561,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,561,Friendly,100,100,100,100,100,100,100,100,100,100
law,561,Neutral,100,100,100,100,100,100,100,100,100,100
law,561,Rude,100,100,100,100,100,100,100,100,100,100
law,561,Very Rude,100,100,100,100,100,100,100,100,100,100
law,562,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,562,Friendly,100,100,100,100,100,100,100,100,100,100
law,562,Neutral,100,100,100,100,100,100,100,100,100,100
law,562,Rude,100,100,100,100,100,100,100,100,100,100
law,562,Very Rude,100,100,100,100,100,100,100,100,100,100
law,567,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,567,Friendly,100,100,100,100,100,100,100,100,100,100
law,567,Neutral,100,100,100,100,100,100,100,100,100,100
law,567,Rude,100,100,100,100,100,100,100,100,100,100
law,567,Very Rude,100,100,100,100,100,100,100,100,100,100
law,568,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,568,Friendly,100,100,100,100,100,100,100,100,100,100
law,568,Neutral,100,100,100,100,100,100,100,100,100,100
law,568,Rude,100,100,100,100,100,100,100,100,100,100
law,568,Very Rude,100,100,100,100,100,100,100,100,100,100
law,571,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,571,Friendly,0,0,0,0,0,0,0,0,0,0
law,571,Neutral,0,0,0,0,0,0,0,0,0,0
law,571,Rude,0,0,0,0,0,0,0,0,0,0
law,571,Very Rude,0,0,0,0,0,0,0,0,0,0
law,572,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,572,Friendly,0,0,0,0,0,0,0,0,0,0
law,572,Neutral,0,0,0,0,0,0,0,0,0,0
law,572,Rude,0,0,0,0,0,0,0,0,0,0
law,572,Very Rude,0,0,0,0,0,0,0,0,0,0
law,576,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,576,Friendly,100,100,100,100,100,100,100,100,100,100
law,576,Neutral,100,100,100,100,100,100,100,100,100,100
law,576,Rude,100,100,100,100,100,100,100,100,100,100
law,576,Very Rude,100,100,100,100,100,100,100,100,100,100
law,577,Very Friendly,0,0,0,0,0,0,0,0,0,0
law,577,Friendly,0,0,100,0,0,0,0,100,100,0
law,577,Neutral,100,100,100,100,100,100,100,100,100,100
law,577,Rude,0,0,0,0,0,0,0,0,0,0
law,577,Very Rude,0,100,0,0,0,0,0,0,100,0
law,579,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,579,Friendly,100,100,100,100,100,100,100,100,100,100
law,579,Neutral,100,100,100,100,100,100,100,100,100,100
law,579,Rude,100,100,100,100,100,100,100,100,100,100
law,579,Very Rude,100,100,100,100,100,100,100,100,100,100
law,583,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,583,Friendly,100,100,100,100,100,100,100,100,100,100
law,583,Neutral,100,100,100,100,100,100,100,100,100,100
law,583,Rude,100,100,100,100,100,100,100,100,100,100
law,583,Very Rude,100,100,100,100,100,100,100,100,100,100
law,584,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,584,Friendly,100,100,100,100,100,100,100,100,100,100
law,584,Neutral,100,100,100,100,100,100,100,100,100,100
law,584,Rude,100,100,100,100,100,100,100,100,100,100
law,584,Very Rude,100,100,100,100,100,100,100,100,100,100
law,585,Very Friendly,100,100,100,100,100,100,100,100,100,100
law,585,Friendly,100,100,100,100,100,100,100,100,100,100
law,585,Neutral,100,100,100,100,100,100,100,100,100,100
law,585,Rude,100,100,100,100,100,100,100,100,100,100
law,585,Very Rude,100,100,100,100,100,100,100,100,100,100
law,586,Very Friendly,0,0,0,0,0,0,0,0,0,0
